EmployeeID,Gender,Age,EthnicGroup,WorkType,BusinessUnit,CostCentre,HireDate,RemainsEmployed,PayType,SeperationReason,AgeGroup,TenureDays,TernureMonths,LeaveBalance,SickDaysLast12Mths,CurrentSalary,CurrentEmployeeRating
32450,Female,24,Group A,Full Time,Wellington,Manufacturing,3/26/2014,No,Hourly,Voluntary,<30,764,25,15,1,56000.0,3
32072,Male,17,Group B,Full Time,Christchurch,Manufacturing,3/26/2014,Yes,Salary,Voluntary,<30,764,25,15,0,45000.0,4
26688,Female,47,Group A,Part Time,Manukau,Legal,3/27/2014,No,Salary,Voluntary,30-49,763,25,2,1,123000.0,2
3760,Male,18,Group B,Contract,Auckland,Sales & Marketing,3/27/2014,Yes,Salary,Voluntary,<30,763,25,13,2,80000.0,1
6752,Female,19,Group A,Contract,Auckland,Research,3/27/2014,No,Salary,Voluntary,<30,763,25,11,4,84000.0,2
24216,Male,47,Group A,Full Time,Christchurch,Exec Mgmt,3/28/2014,No,Salary,Voluntary,30-49,762,25,31,2,447000.0,3
19664,Male,38,Group A,Full Time,Wellington,Legal,3/28/2014,Yes,Hourly,Involuntary,30-49,762,25,8,7,106000.0,4
26496,Male,28,Group A,Full Time,Manukau,Finance,3/28/2014,No,Salary,Voluntary,<30,762,25,12,3,92000.0,3
252,Female,19,Group A,Full Time,Christchurch,Facilities,4/1/2014,Yes,Salary,Voluntary,<30,758,25,1,1,47000.0,3
20912,Male,43,Group A,Full Time,North Shore,Finance,4/2/2014,Yes,Salary,Voluntary,30-49,757,25,5,15,139000.0,3
19210,Female,31,Group A,Full Time,Hamilton,HR,4/2/2014,Yes,Hourly,Voluntary,30-49,757,25,6,2,69000.0,4
5790,Male,47,Group A,Full Time,Hamilton,Sales & Marketing,4/2/2014,Yes,Salary,Voluntary,30-49,757,25,19,6,80000.0,1
18600,Male,23,Group B,Full Time,Auckland,Research,4/2/2014,No,Salary,Involuntary,<30,757,25,2,8,88000.0,3
962,Male,20,Group A,Part Time,Dunedin,Manufacturing,4/2/2014,No,Salary,Voluntary,<30,757,25,2,3,56000.0,4
27270,Male,22,Group A,Full Time,Dunedin,Sales & Marketing,4/2/2014,Yes,Salary,Voluntary,<30,757,25,12,2,94000.0,3
6276,Male,52,Group A,Full Time,Dunedin,HR,4/2/2014,No,Salary,Voluntary,50+,757,25,18,0,53000.0,2
16906,Male,22,Group A,Full Time,Auckland,Research,4/3/2014,Yes,Salary,Voluntary,<30,756,25,8,2,61000.0,4
21018,Male,23,Group C,Contract,Manukau,IT,4/3/2014,Yes,Salary,Involuntary,<30,756,25,2,5,62000.0,2
26920,Female,43,Group D,Part Time,Hamilton,Manufacturing,4/3/2014,No,Salary,Voluntary,30-49,756,25,12,0,40000.0,1
9878,Female,22,Group B,Contract,Wellington,IT,4/4/2014,No,Hourly,Involuntary,<30,755,25,13,0,62000.0,3
16682,Male,25,Group B,Full Time,Dunedin,Legal,4/4/2014,No,Salary,Involuntary,<30,755,25,12,0,103000.0,3
10868,Male,20,Group A,Contract,Hamilton,Sales & Marketing,4/4/2014,No,Hourly,Involuntary,<30,755,25,8,10,52000.0,1
2354,Male,20,Group A,Part Time,Manukau,Legal,4/4/2014,Yes,Salary,Voluntary,<30,755,25,11,2,126000.0,2
6356,Male,49,Group A,Full Time,Christchurch,Finance,4/4/2014,No,Salary,Voluntary,30-49,755,25,23,0,125000.0,2
24654,Female,21,Group C,Contract,Manukau,Legal,4/5/2014,No,Salary,Voluntary,<30,754,25,18,8,103000.0,1
2796,Female,23,Group A,Full Time,Wellington,Manufacturing,4/5/2014,No,Salary,Voluntary,<30,754,25,11,2,55000.0,2
2428,Male,46,Group A,Full Time,Christchurch,Exec Mgmt,4/5/2014,Yes,Salary,Voluntary,30-49,754,25,8,2,265000.0,5
21346,Female,19,Group A,Full Time,Wellington,IT,4/9/2014,Yes,Salary,Involuntary,<30,750,25,2,4,96000.0,3
2818,Female,29,Group A,Full Time,Auckland,IT,4/9/2014,No,Salary,Voluntary,<30,750,25,1,6,112000.0,2
19560,Female,20,Group A,Part Time,Auckland,IT,4/10/2014,No,Salary,Involuntary,<30,749,25,5,4,113000.0,3
2858,Male,27,Group A,Full Time,Nelson,Exec Mgmt,4/10/2014,Yes,Hourly,Voluntary,<30,749,25,8,2,350000.0,1
20886,Male,20,Group A,Part Time,Christchurch,IT,4/10/2014,Yes,Salary,Involuntary,<30,749,25,13,4,104000.0,4
21472,Male,24,Group F,Contract,Auckland,Manufacturing,4/10/2014,Yes,Salary,Involuntary,<30,749,25,2,7,66000.0,3
32536,Female,17,Group A,Full Time,Wellington,Exec Mgmt,4/10/2014,Yes,Salary,Voluntary,<30,749,25,13,4,191000.0,3
25644,Female,50,Group A,Full Time,Auckland,HR,4/11/2014,Yes,Hourly,Voluntary,50+,748,25,23,10,51000.0,3
28808,Female,20,Group A,Full Time,Hamilton,Sales & Marketing,4/11/2014,Yes,Salary,Voluntary,<30,748,25,15,3,71000.0,2
30714,Male,59,Group A,Full Time,Hamilton,HR,4/11/2014,Yes,Salary,Voluntary,50+,748,25,8,7,63000.0,3
21116,Male,21,Group A,Full Time,Wellington,Exec Mgmt,4/11/2014,Yes,Salary,Involuntary,<30,748,25,12,16,303000.0,2
22104,Female,18,Group A,Full Time,Nelson,Finance,4/12/2014,Yes,Salary,Voluntary,<30,747,25,15,5,89000.0,5
22880,Male,22,Group A,Full Time,Hamilton,HR,4/15/2014,No,Salary,Voluntary,<30,744,25,6,1,89000.0,3
18220,Female,65,Group D,Full Time,Auckland,Legal,4/15/2014,Yes,Salary,Voluntary,50+,744,25,23,8,112000.0,5
22200,Male,46,Group A,Contract,Auckland,Legal,4/15/2014,Yes,Salary,Involuntary,30-49,744,25,6,2,109000.0,3
19524,Male,19,Group A,Part Time,Wellington,Sales & Marketing,4/15/2014,No,Salary,Voluntary,<30,744,25,8,0,79000.0,5
21184,Male,46,Group B,Part Time,Auckland,Finance,4/16/2014,No,Hourly,Involuntary,30-49,743,25,12,13,157000.0,4
30376,Male,36,Group A,Full Time,Wellington,Legal,4/16/2014,No,Salary,Voluntary,30-49,743,25,12,4,101000.0,2
6548,Male,20,Group A,Full Time,Auckland,Research,4/16/2014,Yes,Salary,Voluntary,<30,743,25,2,0,76000.0,3
9540,Male,49,Group A,Full Time,Manukau,Facilities,4/17/2014,No,Hourly,Involuntary,30-49,742,25,19,1,38000.0,3
6308,Male,25,Group A,Full Time,Auckland,Research,4/17/2014,Yes,Salary,Voluntary,<30,742,25,13,2,107000.0,4
17152,Male,50,Group B,Full Time,Dunedin,IT,4/17/2014,Yes,Salary,Involuntary,50+,742,25,5,3,101000.0,1
32652,Female,17,Group A,Part Time,Auckland,Sales & Marketing,4/17/2014,No,Salary,Voluntary,<30,742,25,6,4,100000.0,4
23568,Male,19,Group A,Contract,Auckland,Exec Mgmt,4/17/2014,Yes,Salary,Voluntary,<30,742,25,2,10,245000.0,2
17894,Male,20,Group A,Full Time,Manukau,Sales & Marketing,4/17/2014,No,Salary,Involuntary,<30,742,25,15,3,71000.0,3
11336,Male,19,Group B,Contract,Auckland,HR,4/18/2014,Yes,Salary,Involuntary,<30,741,25,1,1,82000.0,3
17732,Male,22,Group A,Full Time,Dunedin,Research,4/18/2014,Yes,Hourly,Involuntary,<30,741,25,5,5,79000.0,3
782,Male,21,Group A,Full Time,Wellington,IT,4/18/2014,Yes,Hourly,Voluntary,<30,741,25,13,5,104000.0,3
7118,Female,19,Group B,Contract,Auckland,Finance,4/18/2014,Yes,Salary,Voluntary,<30,741,25,18,0,141000.0,4
3138,Female,23,Group A,Contract,Hamilton,Exec Mgmt,4/18/2014,Yes,Salary,Voluntary,<30,741,25,8,4,241000.0,4
3662,Male,42,Group A,Contract,Christchurch,Sales & Marketing,4/19/2014,Yes,Salary,Voluntary,30-49,740,25,27,4,72000.0,2
29178,Female,21,Group A,Full Time,Auckland,Legal,4/20/2014,Yes,Salary,Voluntary,<30,739,25,8,15,112000.0,3
17390,Male,22,Group B,Part Time,Christchurch,IT,4/22/2014,No,Salary,Voluntary,<30,737,25,13,0,61000.0,3
1666,Male,19,Group B,Full Time,Auckland,Research,4/22/2014,No,Salary,Voluntary,<30,737,25,12,10,115000.0,3
9664,Female,33,Group A,Full Time,Christchurch,IT,4/22/2014,No,Salary,Involuntary,30-49,737,25,26,5,67000.0,5
19018,Female,19,Group C,Full Time,Hamilton,Exec Mgmt,4/22/2014,No,Salary,Voluntary,<30,737,25,13,0,327000.0,5
26984,Male,20,Group B,Part Time,Dunedin,Finance,4/23/2014,Yes,Salary,Voluntary,<30,736,25,1,1,122000.0,3
31318,Male,64,Group A,Full Time,Auckland,HR,4/23/2014,No,Salary,Voluntary,50+,736,25,5,6,57000.0,1
1120,Male,25,Group A,Part Time,Auckland,Research,4/23/2014,Yes,Salary,Voluntary,<30,736,25,15,1,63000.0,2
4654,Male,20,Group A,Part Time,Dunedin,Sales & Marketing,4/23/2014,Yes,Salary,Voluntary,<30,736,25,13,2,80000.0,2
9918,Male,31,Group C,Contract,Auckland,Manufacturing,4/23/2014,No,Hourly,Voluntary,30-49,736,25,5,2,32000.0,1
21182,Male,44,Group A,Full Time,Hamilton,Research,4/23/2014,Yes,Salary,Voluntary,30-49,736,25,8,3,87000.0,1
18678,Female,19,Group B,Full Time,Auckland,HR,4/23/2014,Yes,Salary,Involuntary,<30,736,25,18,2,89000.0,2
9798,Female,21,Group A,Full Time,Auckland,Facilities,4/23/2014,Yes,Hourly,Involuntary,<30,736,25,1,4,38000.0,2
10410,Female,22,Group B,Part Time,Dunedin,IT,4/23/2014,No,Salary,Voluntary,<30,736,25,5,0,109000.0,2
17706,Male,36,Group B,Part Time,Dunedin,Finance,4/23/2014,Yes,Salary,Voluntary,30-49,736,25,12,1,92000.0,1
9790,Female,22,Group A,Full Time,Manukau,Facilities,4/24/2014,Yes,Hourly,Voluntary,<30,735,25,5,3,47000.0,3
10592,Female,19,Group A,Full Time,Christchurch,IT,4/24/2014,Yes,Salary,Voluntary,<30,735,25,8,4,108000.0,3
20106,Male,31,Group A,Full Time,Hamilton,Exec Mgmt,4/24/2014,No,Salary,Voluntary,30-49,735,25,15,5,198000.0,3
21928,Female,17,Group B,Contract,Hamilton,Research,4/24/2014,Yes,Salary,Involuntary,<30,735,25,19,10,90000.0,3
30212,Female,33,Group C,Full Time,Christchurch,Sales & Marketing,4/24/2014,No,Salary,Voluntary,30-49,735,25,2,7,44000.0,3
21056,Male,20,Group A,Full Time,Wellington,Exec Mgmt,4/24/2014,No,Hourly,Voluntary,<30,735,25,6,1,165000.0,2
1800,Female,19,Group C,Part Time,Wellington,Sales & Marketing,4/24/2014,Yes,Salary,Voluntary,<30,735,25,5,1,61000.0,2
30810,Male,18,Group A,Part Time,Nelson,Facilities,4/25/2014,No,Salary,Voluntary,<30,734,24,12,0,37000.0,4
25100,Female,23,Group B,Full Time,Wellington,Legal,4/25/2014,Yes,Salary,Voluntary,<30,734,24,25,3,107000.0,2
5018,Male,21,Group A,Part Time,Auckland,Exec Mgmt,4/25/2014,Yes,Hourly,Voluntary,<30,734,24,8,0,377000.0,3
32630,Female,17,Group A,Part Time,Auckland,Sales & Marketing,4/25/2014,No,Hourly,Voluntary,<30,734,24,18,3,72000.0,3
17888,Male,23,Group A,Full Time,Dunedin,Facilities,4/25/2014,No,Salary,Involuntary,<30,734,24,1,1,40000.0,4
22154,Female,18,Group A,Full Time,Hamilton,Manufacturing,4/25/2014,Yes,Salary,Involuntary,<30,734,24,1,0,67000.0,3
20556,Male,47,Group A,Part Time,Hamilton,Research,4/25/2014,Yes,Salary,Involuntary,30-49,734,24,26,0,86000.0,2
11418,Male,21,Group B,Full Time,Wellington,Legal,4/25/2014,Yes,Salary,Voluntary,<30,734,24,15,2,106000.0,3
29420,Male,26,Group A,Part Time,Hamilton,Exec Mgmt,4/25/2014,No,Salary,Voluntary,<30,734,24,5,4,452000.0,3
19944,Male,20,Group A,Part Time,Manukau,Legal,4/25/2014,No,Salary,Involuntary,<30,734,24,6,7,103000.0,2
19538,Male,21,Group B,Full Time,Auckland,Finance,4/25/2014,Yes,Hourly,Involuntary,<30,734,24,8,8,126000.0,3
20554,Male,36,Group A,Full Time,Auckland,IT,4/26/2014,Yes,Salary,Involuntary,30-49,733,24,8,2,74000.0,3
26636,Female,19,Group A,Part Time,Wellington,Facilities,4/26/2014,Yes,Hourly,Voluntary,<30,733,24,26,0,48000.0,3
31148,Male,19,Group A,Part Time,North Shore,IT,4/29/2014,No,Salary,Voluntary,<30,730,24,5,1,88000.0,3
20386,Male,18,Group F,Part Time,Nelson,Facilities,4/29/2014,Yes,Salary,Voluntary,<30,730,24,18,3,40000.0,3
7680,Female,37,Group A,Full Time,Dunedin,IT,4/29/2014,No,Salary,Involuntary,30-49,730,24,8,6,77000.0,2
21004,Male,24,Group A,Contract,Auckland,Manufacturing,4/30/2014,Yes,Salary,Involuntary,<30,729,24,2,0,70000.0,3
3020,Male,21,Group A,Part Time,Manukau,IT,4/30/2014,Yes,Salary,Voluntary,<30,729,24,11,4,111000.0,5
32288,Male,20,Group A,Full Time,Wellington,Sales & Marketing,4/30/2014,No,Salary,Voluntary,<30,729,24,15,4,59000.0,3
32416,Female,19,Group A,Full Time,Auckland,Research,5/1/2014,No,Hourly,Voluntary,<30,728,24,15,1,114000.0,3
7338,Male,20,Group A,Full Time,Nelson,Research,5/1/2014,Yes,Salary,Voluntary,<30,728,24,13,12,67000.0,2
18866,Male,26,Group A,Full Time,Auckland,Facilities,5/1/2014,No,Salary,Involuntary,<30,728,24,15,1,36000.0,2
19902,Male,37,Group A,Part Time,Auckland,IT,5/1/2014,No,Hourly,Involuntary,30-49,728,24,5,2,104000.0,1
10906,Female,20,Group A,Part Time,Christchurch,Sales & Marketing,5/1/2014,Yes,Salary,Involuntary,<30,728,24,12,4,44000.0,3
28054,Male,23,Group B,Contract,Hamilton,Facilities,5/1/2014,Yes,Hourly,Voluntary,<30,728,24,2,1,36000.0,3
6126,Female,26,Group A,Part Time,Auckland,IT,5/1/2014,Yes,Salary,Voluntary,<30,728,24,8,3,79000.0,3
22000,Female,17,Group C,Full Time,Dunedin,Manufacturing,5/1/2014,Yes,Salary,Involuntary,<30,728,24,6,8,38000.0,3
25304,Female,50,Group A,Full Time,Auckland,Facilities,5/1/2014,Yes,Hourly,Voluntary,50+,728,24,2,7,38000.0,3
9772,Male,26,Group A,Contract,Wellington,Research,5/2/2014,No,Salary,Involuntary,<30,727,24,8,2,70000.0,4
28112,Female,23,Group A,Part Time,Manukau,Sales & Marketing,5/2/2014,No,Salary,Voluntary,<30,727,24,6,15,96000.0,3
3400,Male,19,Group A,Full Time,Dunedin,Research,5/2/2014,Yes,Salary,Voluntary,<30,727,24,6,0,60000.0,3
17062,Female,24,Group C,Full Time,Auckland,Facilities,5/3/2014,No,Hourly,Voluntary,<30,726,24,23,0,38000.0,2
19660,Male,21,Group A,Full Time,Dunedin,Research,5/3/2014,Yes,Salary,Voluntary,<30,726,24,13,0,69000.0,2
32018,Female,17,Group C,Contract,Wellington,Sales & Marketing,5/3/2014,Yes,Salary,Voluntary,<30,726,24,2,0,65000.0,1
17690,Female,33,Group C,Part Time,Auckland,Research,5/6/2014,Yes,Hourly,Voluntary,30-49,723,24,8,5,111000.0,2
4856,Female,19,Group A,Full Time,Manukau,Finance,5/6/2014,Yes,Salary,Voluntary,<30,723,24,2,3,88000.0,3
31180,Male,56,Group F,Full Time,Dunedin,Manufacturing,5/7/2014,Yes,Salary,Voluntary,50+,722,24,13,2,71000.0,3
17278,Female,34,Group B,Contract,Auckland,Sales & Marketing,5/7/2014,Yes,Salary,Voluntary,30-49,722,24,5,5,97000.0,3
20590,Male,61,Group A,Part Time,Wellington,Exec Mgmt,5/7/2014,Yes,Salary,Involuntary,50+,722,24,13,0,411000.0,3
4578,Female,22,Group A,Full Time,Auckland,Facilities,5/7/2014,Yes,Salary,Voluntary,<30,722,24,23,4,45000.0,3
24700,Female,21,Group F,Full Time,Dunedin,Finance,5/7/2014,No,Salary,Voluntary,<30,722,24,13,0,136000.0,4
30924,Male,28,Group F,Full Time,Auckland,Finance,5/7/2014,No,Salary,Voluntary,<30,722,24,5,2,97000.0,4
2808,Male,21,Group A,Full Time,Hamilton,Legal,5/7/2014,Yes,Salary,Voluntary,<30,722,24,2,3,83000.0,3
6522,Female,24,Group A,Part Time,Auckland,Research,5/7/2014,No,Salary,Voluntary,<30,722,24,6,1,86000.0,3
27900,Male,39,Group A,Part Time,Dunedin,Sales & Marketing,5/8/2014,No,Hourly,Voluntary,30-49,721,24,2,0,67000.0,3
25776,Female,19,Group A,Full Time,Manukau,HR,5/8/2014,No,Salary,Voluntary,<30,721,24,8,13,60000.0,3
8754,Female,18,Group A,Part Time,Dunedin,HR,5/8/2014,Yes,Hourly,Voluntary,<30,721,24,5,0,83000.0,3
10,Male,22,Group A,Part Time,Hamilton,Legal,5/8/2014,No,Salary,Voluntary,<30,721,24,13,2,91000.0,3
24224,Female,19,Group A,Full Time,Auckland,Sales & Marketing,5/8/2014,Yes,Salary,Voluntary,<30,721,24,23,7,71000.0,4
1654,Female,18,Group E,Part Time,Dunedin,IT,5/8/2014,Yes,Salary,Voluntary,<30,721,24,13,4,82000.0,3
30488,Female,20,Group A,Full Time,Wellington,Sales & Marketing,5/8/2014,No,Hourly,Voluntary,<30,721,24,8,3,56000.0,3
9628,Male,49,Group A,Full Time,Manukau,Facilities,5/8/2014,No,Salary,Voluntary,30-49,721,24,18,2,49000.0,3
9720,Female,18,Group A,Full Time,Auckland,Finance,5/9/2014,No,Salary,Voluntary,<30,720,24,11,1,130000.0,5
21118,Male,20,Group A,Full Time,North Shore,Finance,5/9/2014,Yes,Salary,Involuntary,<30,720,24,19,5,157000.0,5
318,Female,21,Group A,Part Time,Christchurch,Research,5/9/2014,No,Salary,Voluntary,<30,720,24,6,0,118000.0,5
31440,Male,39,Group A,Full Time,Nelson,IT,5/9/2014,No,Salary,Voluntary,30-49,720,24,13,2,71000.0,3
23810,Female,18,Group A,Full Time,Auckland,Manufacturing,5/9/2014,No,Salary,Voluntary,<30,720,24,12,3,55000.0,4
20604,Male,36,Group B,Contract,Auckland,Exec Mgmt,5/9/2014,Yes,Salary,Involuntary,30-49,720,24,1,11,422000.0,3
28346,Male,56,Group A,Part Time,Auckland,Exec Mgmt,5/9/2014,No,Salary,Voluntary,50+,720,24,5,4,170000.0,2
8854,Female,23,Group A,Full Time,Auckland,IT,5/10/2014,No,Salary,Involuntary,<30,719,24,6,0,122000.0,3
30696,Male,53,Group A,Contract,Auckland,Exec Mgmt,5/10/2014,Yes,Salary,Voluntary,50+,719,24,11,2,488000.0,3
8270,Male,22,Group G,Full Time,Dunedin,Legal,5/10/2014,No,Salary,Voluntary,<30,719,24,12,4,115000.0,5
21588,Female,19,Group C,Full Time,Manukau,Exec Mgmt,5/13/2014,Yes,Salary,Involuntary,<30,716,24,1,13,413000.0,3
17190,Female,33,Group A,Full Time,Auckland,Legal,5/13/2014,Yes,Salary,Voluntary,30-49,716,24,5,1,114000.0,2
27122,Female,53,Group A,Full Time,Auckland,Exec Mgmt,5/13/2014,Yes,Hourly,Voluntary,50+,716,24,21,11,465000.0,3
25234,Female,27,Group A,Contract,Wellington,Research,5/14/2014,Yes,Salary,Voluntary,<30,715,24,15,5,78000.0,4
26844,Female,16,Group B,Part Time,North Shore,IT,5/14/2014,Yes,Salary,Voluntary,<30,715,24,8,10,86000.0,3
11030,Female,22,Group B,Part Time,Wellington,Finance,5/14/2014,No,Salary,Involuntary,<30,715,24,21,2,168000.0,4
19534,Male,25,Group A,Full Time,Hamilton,Exec Mgmt,5/14/2014,No,Salary,Involuntary,<30,715,24,11,1,284000.0,3
8194,Male,20,Group A,Full Time,Hamilton,Research,5/14/2014,No,Hourly,Voluntary,<30,715,24,2,4,74000.0,3
31510,Male,32,Group A,Part Time,Auckland,Facilities,5/14/2014,Yes,Salary,Voluntary,30-49,715,24,11,11,49000.0,3
18610,Female,29,Group B,Contract,Wellington,Finance,5/14/2014,No,Salary,Voluntary,<30,715,24,1,4,132000.0,3
1664,Male,21,Group B,Part Time,Hamilton,Sales & Marketing,5/14/2014,No,Hourly,Voluntary,<30,715,24,5,2,96000.0,3
10456,Male,45,Group A,Full Time,Manukau,Finance,5/15/2014,Yes,Salary,Involuntary,30-49,714,24,6,4,122000.0,3
26428,Male,20,Group A,Full Time,Christchurch,Exec Mgmt,5/15/2014,Yes,Salary,Voluntary,<30,714,24,15,0,356000.0,3
21538,Male,36,Group A,Full Time,Hamilton,IT,5/15/2014,Yes,Hourly,Involuntary,30-49,714,24,5,0,116000.0,2
22246,Male,37,Group A,Part Time,Auckland,Facilities,5/15/2014,No,Hourly,Voluntary,30-49,714,24,1,4,37000.0,3
4212,Female,24,Group A,Full Time,Auckland,Exec Mgmt,5/15/2014,Yes,Salary,Voluntary,<30,714,24,23,2,382000.0,1
11192,Male,21,Group B,Full Time,Christchurch,Sales & Marketing,5/15/2014,Yes,Salary,Involuntary,<30,714,24,1,1,63000.0,5
3994,Female,33,Group D,Part Time,Christchurch,Sales & Marketing,5/16/2014,No,Hourly,Voluntary,30-49,713,24,21,1,56000.0,3
18092,Male,44,Group A,Full Time,Nelson,Sales & Marketing,5/16/2014,Yes,Salary,Voluntary,30-49,713,24,19,0,62000.0,5
26644,Female,20,Group A,Part Time,Christchurch,IT,5/19/2014,Yes,Hourly,Voluntary,<30,710,24,2,1,120000.0,2
234,Female,18,Group A,Part Time,Nelson,HR,5/20/2014,Yes,Salary,Voluntary,<30,709,24,13,1,77000.0,3
22240,Male,57,Group A,Full Time,Hamilton,HR,5/20/2014,No,Salary,Voluntary,50+,709,24,5,4,55000.0,2
17672,Female,20,Group A,Contract,Manukau,Legal,5/20/2014,No,Salary,Involuntary,<30,709,24,8,5,89000.0,2
6656,Male,19,Group A,Full Time,Auckland,Manufacturing,5/21/2014,Yes,Salary,Voluntary,<30,708,24,13,11,56000.0,3
5064,Male,29,Group F,Full Time,Auckland,Legal,5/21/2014,No,Salary,Voluntary,<30,708,24,11,11,104000.0,3
10222,Female,28,Group B,Full Time,Wellington,Manufacturing,5/21/2014,No,Salary,Involuntary,<30,708,24,11,2,52000.0,2
4656,Male,19,Group A,Full Time,Hamilton,Legal,5/21/2014,Yes,Salary,Voluntary,<30,708,24,5,0,126000.0,4
24646,Female,23,Group B,Full Time,Auckland,Facilities,5/21/2014,No,Salary,Voluntary,<30,708,24,8,2,50000.0,4
24684,Male,38,Group F,Full Time,Christchurch,Manufacturing,5/21/2014,Yes,Salary,Voluntary,30-49,708,24,11,8,42000.0,2
21894,Female,17,Group B,Full Time,Christchurch,Finance,5/21/2014,Yes,Salary,Involuntary,<30,708,24,12,14,142000.0,3
31540,Male,20,Group A,Contract,Auckland,Sales & Marketing,5/21/2014,Yes,Salary,Voluntary,<30,708,24,5,2,66000.0,1
27960,Male,29,Group D,Full Time,Manukau,Finance,5/21/2014,Yes,Hourly,Voluntary,<30,708,24,13,4,111000.0,2
8442,Female,23,Group B,Full Time,Auckland,Legal,5/22/2014,No,Hourly,Involuntary,<30,707,24,6,1,114000.0,1
26544,Male,21,Group A,Part Time,Wellington,IT,5/22/2014,Yes,Salary,Voluntary,<30,707,24,15,5,85000.0,3
8314,Male,21,Group C,Full Time,Hamilton,Sales & Marketing,5/22/2014,Yes,Salary,Voluntary,<30,707,24,12,15,41000.0,1
28594,Male,39,Group A,Full Time,Auckland,Research,5/22/2014,Yes,Salary,Voluntary,30-49,707,24,2,8,112000.0,1
7010,Female,24,Group B,Full Time,Auckland,HR,5/23/2014,Yes,Hourly,Voluntary,<30,706,24,12,9,85000.0,3
6408,Male,53,Group A,Part Time,Wellington,HR,5/23/2014,No,Salary,Voluntary,50+,706,24,18,4,89000.0,4
25812,Male,56,Group A,Full Time,Wellington,Facilities,5/23/2014,Yes,Salary,Voluntary,50+,706,24,21,1,47000.0,3
918,Male,17,Group A,Full Time,Auckland,Sales & Marketing,5/23/2014,Yes,Salary,Voluntary,<30,706,24,2,0,76000.0,3
7016,Male,20,Group F,Full Time,Auckland,HR,5/23/2014,Yes,Salary,Voluntary,<30,706,24,1,1,73000.0,3
216,Female,22,Group A,Full Time,Hamilton,Finance,5/23/2014,Yes,Salary,Voluntary,<30,706,24,8,5,101000.0,2
30206,Male,20,Group B,Full Time,Wellington,IT,5/23/2014,No,Salary,Voluntary,<30,706,24,33,3,97000.0,3
32566,Female,17,Group A,Full Time,Auckland,HR,5/23/2014,Yes,Salary,Voluntary,<30,706,24,6,1,59000.0,3
11246,Male,26,Group A,Full Time,Manukau,HR,5/24/2014,No,Salary,Involuntary,<30,705,24,2,1,71000.0,4
5184,Male,19,Group B,Contract,Dunedin,IT,5/24/2014,Yes,Salary,Voluntary,<30,705,24,19,7,75000.0,4
2922,Female,19,Group A,Full Time,Dunedin,Legal,5/24/2014,Yes,Salary,Voluntary,<30,705,24,1,4,97000.0,3
11020,Male,28,Group B,Contract,Wellington,HR,5/24/2014,No,Salary,Voluntary,<30,705,24,25,4,51000.0,3
7076,Female,64,Group B,Full Time,Auckland,Sales & Marketing,5/24/2014,No,Salary,Voluntary,50+,705,24,25,2,52000.0,2
16736,Female,25,Group B,Part Time,Dunedin,Sales & Marketing,5/24/2014,No,Hourly,Involuntary,<30,705,24,15,1,70000.0,3
5432,Female,18,Group A,Part Time,Hamilton,HR,5/24/2014,No,Salary,Voluntary,<30,705,24,1,5,66000.0,2
11638,Female,19,Group F,Full Time,Auckland,Legal,5/24/2014,Yes,Salary,Involuntary,<30,705,24,12,4,86000.0,2
766,Female,26,Group A,Part Time,Wellington,Research,5/28/2014,Yes,Hourly,Voluntary,<30,701,23,11,4,76000.0,5
18728,Female,20,Group A,Full Time,North Shore,Facilities,5/29/2014,Yes,Hourly,Voluntary,<30,700,23,11,1,37000.0,3
22022,Female,18,Group A,Part Time,Auckland,Sales & Marketing,5/29/2014,Yes,Hourly,Involuntary,<30,700,23,6,6,51000.0,3
1536,Male,18,Group C,Full Time,Auckland,IT,5/29/2014,Yes,Salary,Voluntary,<30,700,23,12,3,82000.0,2
24694,Male,22,Group B,Full Time,Wellington,IT,5/29/2014,Yes,Hourly,Voluntary,<30,700,23,26,3,78000.0,4
21986,Female,17,Group C,Part Time,Auckland,HR,5/29/2014,Yes,Salary,Involuntary,<30,700,23,6,1,99000.0,3
2748,Male,21,Group A,Full Time,Auckland,Manufacturing,5/29/2014,Yes,Hourly,Voluntary,<30,700,23,12,1,69000.0,2
30986,Female,26,Group A,Full Time,Auckland,HR,5/29/2014,No,Salary,Voluntary,<30,700,23,15,10,58000.0,2
9570,Male,57,Group A,Full Time,Auckland,Sales & Marketing,5/29/2014,No,Salary,Involuntary,50+,700,23,13,4,77000.0,1
182,Female,20,Group A,Full Time,Manukau,Finance,5/29/2014,Yes,Hourly,Voluntary,<30,700,23,15,0,170000.0,4
25466,Male,55,Group B,Part Time,Manukau,Exec Mgmt,5/29/2014,Yes,Salary,Voluntary,50+,700,23,8,6,152000.0,3
11070,Male,22,Group B,Full Time,Dunedin,Finance,5/29/2014,Yes,Hourly,Voluntary,<30,700,23,2,0,173000.0,3
10052,Female,18,Group B,Full Time,Christchurch,Exec Mgmt,5/29/2014,Yes,Salary,Involuntary,<30,700,23,21,1,355000.0,2
9900,Female,21,Group C,Full Time,Auckland,Research,5/29/2014,Yes,Salary,Voluntary,<30,700,23,5,2,100000.0,5
19306,Female,19,Group B,Part Time,Auckland,IT,5/29/2014,Yes,Salary,Involuntary,<30,700,23,19,5,96000.0,2
32516,Female,17,Group A,Part Time,Christchurch,Research,5/29/2014,Yes,Salary,Voluntary,<30,700,23,26,3,87000.0,2
